43829;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43830;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43831;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43832;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43833;Canada;North America;CA;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43834;France;Europe;FR;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43835;Canada;North America;CA;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43836;Canada;North America;CA;XRQ - TRUCK GROUND;1;486.7066;772.5036
43837;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43838;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43839;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43840;France;Europe;FR;XRQ - TRUCK GROUND;1;486.7066;772.5036
43841;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43842;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43843;Central;North America;US;CARGO TRANSPORT 5;22;1242.2292;37106.2915
43844;Canada;North America;CA;CARGO TRANSPORT 5;10;1898.0944;22801.4324
43845;Southeast;North America;US;CARGO TRANSPORT 5;19;542.2557;9661.1367
43846;Canada;North America;CA;CARGO TRANSPORT 5;6;146.4654;1038.5162
43847;Canada;North America;CA;CARGO TRANSPORT 5;3;310.0409;1022.9155
43848;Northwest;North America;US;CARGO TRANSPORT 5;9;1903.7184;20571.9592
43849;Northwest;North America;US;CARGO TRANSPORT 5;18;1051.0045;23130.2957
43850;Canada;North America;CA;CARGO TRANSPORT 5;18;656.0561;11473.9009
43851;Northeast;North America;US;CARGO TRANSPORT 5;19;453.3993;7638.8584
43852;Canada;North America;CA;CARGO TRANSPORT 5;1;1898.0944;2280.1432
43853;Canada;North America;CA;CARGO TRANSPORT 5;13;1902.781;29675.6422
43854;Canada;North America;CA;CARGO TRANSPORT 5;2;884.7083;1970.036
43855;Canada;North America;CA;CARGO TRANSPORT 5;23;568.7713;12382.9248
43856;Canada;North America;CA;CARGO TRANSPORT 5;3;950.7453;2292.84
43857;Canada;North America;CA;CARGO TRANSPORT 5;23;302.2279;8090.9178
43858;Northeast;North America;US;CARGO TRANSPORT 5;24;588.0396;15423.0001
43859;Southwest;North America;US;CARGO TRANSPORT 5;7;474.1534;4404.1073
43860;Northwest;North America;US;CARGO TRANSPORT 5;16;633.7393;12381.0798
43861;Southeast;North America;US;CARGO TRANSPORT 5;83;423.7199;26346.8927
43862;Southeast;North America;US;CARGO TRANSPORT 5;23;1170.0109;34922.3602
43863;Southwest;North America;US;CARGO TRANSPORT 5;4;466.2609;1935.4159
43864;Southwest;North America;US;CARGO TRANSPORT 5;22;1380.533;43335.7219
43865;Southwest;North America;US;CARGO TRANSPORT 5;34;534.6645;14860.6446
43866;Northwest;North America;US;CARGO TRANSPORT 5;4;1271.215;4589.8732
43867;Northwest;North America;US;CARGO TRANSPORT 5;37;807.5585;36806.4892
43868;Canada;North America;CA;CARGO TRANSPORT 5;1;2171.2942;2417.4793
43869;Northwest;North America;US;CARGO TRANSPORT 5;28;1435.5121;55408.1581
43870;Northeast;North America;US;CARGO TRANSPORT 5;12;476.664;4859.8668
43871;Central;North America;US;CARGO TRANSPORT 5;28;453.3232;10580.0803
43872;Southwest;North America;US;CARGO TRANSPORT 5;31;499.9276;13042.6279
43873;Southwest;North America;US;CARGO TRANSPORT 5;93;509.4852;46465.9531
43874;Central;North America;US;CARGO TRANSPORT 5;1;486.7066;472.3108
43875;Southeast;North America;US;CARGO TRANSPORT 5;88;941.4928;137343.2877
43876;Northeast;North America;US;CARGO TRANSPORT 5;16;511.3196;8036.8834
43877;Northwest;North America;US;CARGO TRANSPORT 5;25;774.0137;23223.5397
43878;Northeast;North America;US;CARGO TRANSPORT 5;2;1912.1544;4594.0664
43879;Canada;North America;CA;CARGO TRANSPORT 5;83;420.1275;24459.114
43880;Canada;North America;CA;CARGO TRANSPORT 5;24;653.0446;17433.1351
43881;Central;North America;US;CARGO TRANSPORT 5;42;1434.0793;43706.8175
43882;Canada;North America;CA;CARGO TRANSPORT 5;1;1898.0944;2280.1432
43883;Northeast;North America;US;CARGO TRANSPORT 5;32;627.1516;20634.6499
43884;Central;North America;US;CARGO TRANSPORT 5;108;899.2925;130416.4829
43885;Southwest;North America;US;CARGO TRANSPORT 5;12;3.3963;76.1805
43886;Canada;North America;CA;CARGO TRANSPORT 5;47;462.3817;19543.315
43887;Southeast;North America;US;CARGO TRANSPORT 5;1;486.7066;472.3108
43888;Canada;North America;CA;CARGO TRANSPORT 5;25;607.9825;16255.1776
43889;Canada;North America;CA;CARGO TRANSPORT 5;3;968.2933;2344.3852
43890;Canada;North America;CA;CARGO TRANSPORT 5;46;1398.225;84686.9878
43891;Canada;North America;CA;CARGO TRANSPORT 5;22;1481.737;36672.3922
43892;Southwest;North America;US;CARGO TRANSPORT 5;34;546.6621;18627.7044
43893;Canada;North America;CA;CARGO TRANSPORT 5;1;486.7066;472.3108
43894;Northwest;North America;US;CARGO TRANSPORT 5;27;1358.7606;36585.904
43895;Northwest;North America;US;CARGO TRANSPORT 5;39;837.7421;36556.8816
43896;Southwest;North America;US;CARGO TRANSPORT 5;13;476.664;4891.9878
43897;Southwest;North America;US;CARGO TRANSPORT 5;54;961.1002;57683.2312
43898;Canada;North America;CA;CARGO TRANSPORT 5;132;490.9392;57391.4284
43899;Central;North America;US;CARGO TRANSPORT 5;21;641.6088;13449.1563
43900;Southeast;North America;US;CARGO TRANSPORT 5;29;1481.737;38990.6256
43901;Southwest;North America;US;CARGO TRANSPORT 5;28;961.3799;25575.00
43902;Southeast;North America;US;CARGO TRANSPORT 5;53;892.9597;59486.4175
43903;Southeast;North America;US;CARGO TRANSPORT 5;1;13.0863;22.3061
43904;Southwest;North America;US;CARGO TRANSPORT 5;18;641.9436;12796.5962
43905;Southeast;North America;US;CARGO TRANSPORT 5;19;632.1075;11128.3803
43906;Southwest;North America;US;CARGO TRANSPORT 5;62;962.9149;37121.6273
43907;Northeast;North America;US;CARGO TRANSPORT 5;44;385.4562;16508.0083
43908;Northeast;North America;US;CARGO TRANSPORT 5;4;853.9753;2884.8375
43909;Northwest;North America;US;CARGO TRANSPORT 5;19;1165.9799;28723.5473
43910;Southeast;North America;US;CARGO TRANSPORT 5;33;594.7239;21862.8919
43911;Northwest;North America;US;CARGO TRANSPORT 5;46;499.8927;22224.2255
43912;Southwest;North America;US;CARGO TRANSPORT 5;32;487.905;14730.6466
43913;Southwest;North America;US;CARGO TRANSPORT 5;34;958.7296;41347.1129
43914;Northwest;North America;US;CARGO TRANSPORT 5;8;1524.7787;9179.7465
43915;Central;North America;US;CARGO TRANSPORT 5;2;1898.0944;4560.2864
43916;Central;North America;US;CARGO TRANSPORT 5;40;792.8724;44423.5959
43917;Northwest;North America;US;CARGO TRANSPORT 5;46;500.8345;24047.8587
43918;Canada;North America;CA;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43919;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43920;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43921;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43922;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43923;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43924;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43925;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43926;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43927;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43928;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43929;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;486.7066;772.5036
43930;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43931;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43932;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43933;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43934;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43935;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;486.7066;772.5036
43936;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43937;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43938;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43939;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43940;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;486.7066;772.5036
43941;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43942;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43943;Southwest;North America;US;XRQ - TRUCK GROUND;1;486.7066;772.5036
43944;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43945;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43946;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43947;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43948;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43949;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43950;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43951;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43952;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43953;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;486.7066;772.5036
43954;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43955;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43956;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43957;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43958;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43959;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43960;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43961;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43962;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43963;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43964;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43965;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43966;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43967;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43968;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43969;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43970;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43971;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43972;Canada;North America;CA;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43973;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43974;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43975;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43976;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43977;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43978;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43979;Northwest;North America;US;XRQ - TRUCK GROUND;1;486.7066;772.5036
43980;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43981;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43982;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;486.7066;772.5036
43983;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43984;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43985;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43986;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43987;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43988;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43989;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43990;Northwest;North America;US;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43991;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43992;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
